age,age_group,gender,item_purchased,category,purchase_amount_(usd),location,colour,season,review_rating,subscription_status,shipping_type,discount_applied,promo_code_used,previous_purchases,payment_method,frequency_of_purchases
59,Pre-Retirement,Male,Pants,Clothing,63,North Carolina,Gold,Summer,3.3,No,Standard,No,No,37,Bank Transfer,Weekly
22,Gen Z,Male,T-shirt,Clothing,71,Nevada,Silver,Spring,4.2,No,Free Shipping,No,No,46,Cash,Monthly
47,Gen X Late,Male,Boots,Footwear,35,Idaho,Teal,Summer,4.9,No,2-Day Shipping,No,No,14,Bank Transfer,Bi-Weekly
23,Gen Z,Male,Backpack,Accessories,30,Vermont,Green,Spring,4.6,No,2-Day Shipping,No,No,24,PayPal,Bi-Weekly
69,Seniors,Male,Skirt,Clothing,74,New Mexico,Orange,Fall,4.8,No,Store Pickup,No,No,36,Credit Card,Every 3 Months
18,Gen Z,Male,Scarf,Accessories,71,Georgia,Charcoal,Winter,2.7,No,Next Day Air,No,No,19,Debit Card,Bi-Weekly
50,Gen X Late,Male,Sweater,Clothing,84,Kentucky,Black,Spring,4.3,No,Store Pickup,No,No,12,Credit Card,Monthly
29,Millennials,Male,Sandals,Footwear,38,New York,Yellow,Fall,3.8,No,Express,No,No,13,Debit Card,Quarterly
65,Seniors,Male,Jewelry,Accessories,81,Arizona,Gray,Spring,4.9,No,Express,No,No,32,Debit Card,Bi-Weekly
29,Millennials,Male,Sweater,Clothing,56,Colorado,Charcoal,Winter,3.4,No,2-Day Shipping,No,No,5,Credit Card,Bi-Weekly
49,Gen X Late,Male,Skirt,Clothing,48,Kentucky,Peach,Winter,3.6,No,Express,No,No,29,Cash,Annually
28,Millennials,Male,Shorts,Clothing,97,Alaska,Green,Fall,3.4,No,Standard,No,No,40,Credit Card,Bi-Weekly
51,Gen X Late,Male,Backpack,Accessories,74,Alabama,Magenta,Fall,4.7,No,2-Day Shipping,No,No,44,Cash,Weekly
26,Millennials,Male,Hoodie,Clothing,50,Connecticut,Beige,Winter,3.0,No,Next Day Air,No,No,3,Debit Card,Bi-Weekly
38,Gen X Early,Male,Skirt,Clothing,71,Hawaii,Black,Winter,3.4,No,Free Shipping,No,No,35,PayPal,Bi-Weekly
35,Gen X Early,Male,Skirt,Clothing,33,Idaho,Purple,Summer,4.6,No,Standard,No,No,33,Debit Card,Monthly
34,Millennials,Male,Backpack,Accessories,56,Virginia,Olive,Summer,3.1,No,Express,No,No,20,PayPal,Bi-Weekly
51,Gen X Late,Male,Blouse,Clothing,84,Connecticut,Purple,Spring,2.8,No,Standard,No,No,40,Cash,Every 3 Months
47,Gen X Late,Male,Shirt,Clothing,36,Michigan,Green,Fall,3.5,No,Store Pickup,No,No,13,Venmo,Annually
18,Gen Z,Male,Gloves,Accessories,63,Kentucky,Peach,Summer,4.6,No,Standard,No,No,9,PayPal,Monthly
64,Pre-Retirement,Male,Sandals,Footwear,36,Nebraska,Blue,Summer,4.3,No,Standard,No,No,7,Cash,Annually
30,Millennials,Male,Jacket,Outerwear,63,Michigan,Gray,Fall,4.8,No,Free Shipping,No,No,42,PayPal,Quarterly
59,Pre-Retirement,Male,Sneakers,Footwear,32,Utah,Black,Winter,2.9,No,Express,No,No,44,Credit Card,Bi-Weekly
66,Seniors,Male,Backpack,Accessories,93,New Mexico,Silver,Spring,3.0,No,Express,No,No,6,PayPal,Annually
40,Gen X Early,Male,Pants,Clothing,29,Florida,Pink,Summer,2.9,No,Standard,No,No,8,Cash,Every 3 Months
25,Millennials,Male,Sunglasses,Accessories,92,Mississippi,Lavender,Summer,3.7,No,Standard,No,No,10,PayPal,Weekly
59,Pre-Retirement,Male,Jeans,Clothing,33,Hawaii,Brown,Fall,4.7,No,Standard,No,No,46,Venmo,Quarterly
66,Seniors,Male,Pants,Clothing,52,North Carolina,Turquoise,Spring,3.5,No,Store Pickup,No,No,26,Cash,Weekly
54,Gen X Late,Male,Jewelry,Accessories,42,Illinois,Olive,Spring,2.7,No,Store Pickup,No,No,6,Debit Card,Every 3 Months
42,Gen X Early,Male,Hoodie,Clothing,36,Maryland,White,Spring,5.0,No,Free Shipping,No,No,47,Credit Card,Every 3 Months
48,Gen X Late,Male,Sandals,Footwear,67,Montana,Violet,Summer,4.1,No,Next Day Air,No,No,28,Venmo,Annually
34,Millennials,Male,Jacket,Outerwear,43,Michigan,Gold,Winter,2.7,No,Free Shipping,No,No,23,Bank Transfer,Annually
19,Gen Z,Male,Blouse,Clothing,68,North Carolina,Violet,Spring,4.8,No,Free Shipping,No,No,45,Cash,Bi-Weekly
70,Seniors,Male,Jewelry,Accessories,60,Minnesota,Teal,Summer,4.3,No,2-Day Shipping,No,No,44,PayPal,Every 3 Months
43,Gen X Early,Male,Socks,Clothing,53,Delaware,Olive,Summer,4.5,No,2-Day Shipping,No,No,11,Bank Transfer,Monthly
46,Gen X Late,Male,Jeans,Clothing,23,Kentucky,Blue,Spring,3.8,No,Standard,No,No,39,Debit Card,Bi-Weekly
66,Seniors,Male,Gloves,Accessories,57,Ohio,Magenta,Winter,3.7,No,Store Pickup,No,No,20,PayPal,Every 3 Months
50,Gen X Late,Male,Hat,Accessories,89,Alaska,Gray,Fall,3.9,No,2-Day Shipping,No,No,48,PayPal,Bi-Weekly
55,Pre-Retirement,Male,Shoes,Footwear,99,Vermont,Peach,Winter,3.3,No,Standard,No,No,46,Credit Card,Quarterly
63,Pre-Retirement,Male,Pants,Clothing,28,Alabama,Cyan,Fall,3.4,No,Express,No,No,22,PayPal,Monthly
32,Millennials,Male,Socks,Clothing,53,Wisconsin,Violet,Summer,3.8,No,Next Day Air,No,No,45,Cash,Annually
30,Millennials,Male,Hoodie,Clothing,45,Arkansas,Gold,Winter,2.7,No,Free Shipping,No,No,49,Cash,Every 3 Months
35,Gen X Early,Male,Hoodie,Clothing,38,Georgia,Gold,Winter,2.9,No,2-Day Shipping,No,No,9,Credit Card,Every 3 Months
59,Pre-Retirement,Male,Pants,Clothing,49,Louisiana,White,Summer,4.5,No,Standard,No,No,41,Credit Card,Quarterly
59,Pre-Retirement,Male,Shirt,Clothing,32,New York,Gray,Summer,2.6,No,Store Pickup,No,No,2,PayPal,Monthly
54,Gen X Late,Male,T-shirt,Clothing,37,Connecticut,Brown,Winter,3.1,No,Next Day Air,No,No,39,PayPal,Bi-Weekly
63,Pre-Retirement,Male,Dress,Clothing,80,Nebraska,Gray,Winter,4.7,No,Store Pickup,No,No,12,PayPal,Quarterly
43,Gen X Early,Male,Backpack,Accessories,78,Arkansas,Blue,Summer,4.6,No,Free Shipping,No,No,26,PayPal,Every 3 Months
33,Millennials,Male,Gloves,Accessories,53,Connecticut,Gold,Summer,2.7,No,Next Day Air,No,No,32,Bank Transfer,Bi-Weekly
57,Pre-Retirement,Male,Shoes,Footwear,82,Maryland,Yellow,Summer,4.6,No,2-Day Shipping,No,No,50,Cash,Bi-Weekly
25,Millennials,Male,Skirt,Clothing,33,Colorado,Green,Spring,4.8,No,Standard,No,No,3,PayPal,Bi-Weekly
26,Millennials,Male,Gloves,Accessories,77,Colorado,Pink,Winter,4.2,No,Free Shipping,No,No,3,Venmo,Quarterly
50,Gen X Late,Male,Hoodie,Clothing,56,Maine,Pink,Winter,4.9,No,Express,No,No,37,Cash,Monthly
70,Seniors,Male,Socks,Clothing,37,Oklahoma,Pink,Winter,4.9,No,Express,No,No,20,Credit Card,Bi-Weekly
68,Seniors,Male,Gloves,Accessories,54,South Carolina,Cyan,Spring,4.5,No,Store Pickup,No,No,26,Cash,Bi-Weekly
39,Gen X Early,Male,Shorts,Clothing,67,Nevada,Gray,Winter,2.7,No,Store Pickup,No,No,47,Cash,Quarterly
46,Gen X Late,Male,Shoes,Footwear,90,Colorado,White,Fall,3.1,No,Store Pickup,No,No,7,Credit Card,Every 3 Months
57,Pre-Retirement,Male,Jeans,Clothing,72,Massachusetts,Red,Summer,3.3,No,2-Day Shipping,No,No,40,Credit Card,Annually
47,Gen X Late,Male,Boots,Footwear,59,Nevada,Black,Summer,2.6,No,Free Shipping,No,No,45,Debit Card,Quarterly
40,Gen X Early,Male,Hat,Accessories,45,Iowa,Silver,Fall,4.4,No,Standard,No,No,20,PayPal,Bi-Weekly
52,Gen X Late,Male,Shorts,Clothing,30,Michigan,Pink,Spring,3.9,No,Standard,No,No,11,Credit Card,Weekly
40,Gen X Early,Male,Pants,Clothing,51,West Virginia,Cyan,Summer,4.6,No,Express,No,No,50,Debit Card,Monthly
67,Seniors,Male,Sweater,Clothing,90,Indiana,White,Fall,4.9,No,Express,No,No,25,Debit Card,Quarterly
67,Seniors,Male,Jacket,Outerwear,95,Indiana,Purple,Winter,3.7,No,Express,No,No,5,Credit Card,Bi-Weekly
37,Gen X Early,Male,Dress,Clothing,81,Georgia,Yellow,Fall,3.7,No,Standard,No,No,4,Venmo,Annually
67,Seniors,Male,Shirt,Clothing,70,Minnesota,Blue,Spring,4.2,No,Standard,No,No,25,Credit Card,Weekly
64,Pre-Retirement,Male,Dress,Clothing,32,Louisiana,Cyan,Winter,3.5,No,Next Day Air,No,No,11,Bank Transfer,Bi-Weekly
28,Millennials,Male,Belt,Accessories,94,Maryland,Indigo,Spring,2.9,No,Next Day Air,No,No,4,Credit Card,Bi-Weekly
54,Gen X Late,Male,Hat,Accessories,29,Pennsylvania,Indigo,Spring,3.4,No,Next Day Air,No,No,1,Venmo,Monthly
54,Gen X Late,Male,Backpack,Accessories,31,Louisiana,Silver,Summer,3.3,No,Express,No,No,48,PayPal,Every 3 Months
24,Gen Z,Male,Skirt,Clothing,20,Maryland,Red,Fall,4.5,No,Standard,No,No,9,Venmo,Every 3 Months
27,Millennials,Male,Gloves,Accessories,44,Tennessee,Peach,Winter,4.6,No,2-Day Shipping,No,No,2,PayPal,Bi-Weekly
53,Gen X Late,Male,Jacket,Outerwear,77,Illinois,Turquoise,Fall,2.9,No,Express,No,No,4,Cash,Quarterly
32,Millennials,Male,Handbag,Accessories,51,Wyoming,Pink,Spring,3.2,No,Next Day Air,No,No,43,PayPal,Bi-Weekly
24,Gen Z,Male,Sandals,Footwear,49,Florida,Teal,Summer,2.6,No,Free Shipping,No,No,32,Bank Transfer,Annually
45,Gen X Late,Male,Sunglasses,Accessories,78,Massachusetts,Magenta,Spring,3.8,No,Store Pickup,No,No,1,Cash,Quarterly
49,Gen X Late,Male,Jeans,Clothing,98,Tennessee,Blue,Spring,2.8,No,Store Pickup,No,No,38,Debit Card,Bi-Weekly
51,Gen X Late,Male,Sandals,Footwear,94,Iowa,Green,Winter,4.4,No,Store Pickup,No,No,25,PayPal,Bi-Weekly
69,Seniors,Male,Shoes,Footwear,91,Michigan,Violet,Summer,4.7,No,Express,No,No,42,PayPal,Quarterly
41,Gen X Early,Male,Sunglasses,Accessories,77,Kansas,Turquoise,Summer,2.7,No,2-Day Shipping,No,No,32,PayPal,Monthly
59,Pre-Retirement,Male,Scarf,Accessories,97,Georgia,Pink,Summer,2.6,No,Next Day Air,No,No,21,Debit Card,Quarterly
26,Millennials,Male,Skirt,Clothing,58,West Virginia,Black,Summer,3.4,No,2-Day Shipping,No,No,26,PayPal,Bi-Weekly
23,Gen Z,Male,Gloves,Accessories,97,Tennessee,Gold,Spring,3.9,No,2-Day Shipping,No,No,6,Credit Card,Bi-Weekly
62,Pre-Retirement,Male,Coat,Outerwear,48,Arkansas,Green,Summer,3.4,No,2-Day Shipping,No,No,14,Venmo,Quarterly
69,Seniors,Male,Belt,Accessories,23,Vermont,White,Summer,3.4,No,Express,No,No,4,Cash,Quarterly
46,Gen X Late,Male,Pants,Clothing,79,Virginia,Gold,Winter,3.9,No,Free Shipping,No,No,26,Bank Transfer,Weekly
35,Gen X Early,Male,Jewelry,Accessories,42,Maryland,Charcoal,Spring,4.0,No,Express,No,No,39,PayPal,Bi-Weekly
32,Millennials,Male,Backpack,Accessories,95,Connecticut,White,Spring,3.4,No,2-Day Shipping,No,No,15,PayPal,Annually
46,Gen X Late,Male,Sneakers,Footwear,29,Missouri,Brown,Summer,3.7,No,Next Day Air,No,No,1,Venmo,Every 3 Months
33,Millennials,Male,Hoodie,Clothing,98,New Jersey,Gold,Winter,4.9,No,2-Day Shipping,No,No,28,Venmo,Monthly
32,Millennials,Male,Blouse,Clothing,96,Arkansas,Purple,Spring,5.0,No,Express,No,No,17,Cash,Weekly
33,Millennials,Male,Sunglasses,Accessories,66,Nevada,Brown,Fall,2.9,No,Next Day Air,No,No,24,Credit Card,Weekly
67,Seniors,Male,Boots,Footwear,80,Missouri,Teal,Spring,3.0,No,Standard,No,No,29,Debit Card,Quarterly
67,Seniors,Male,Sneakers,Footwear,27,South Dakota,Indigo,Summer,3.3,No,Next Day Air,No,No,18,Cash,Every 3 Months
42,Gen X Early,Male,Backpack,Accessories,25,Connecticut,Purple,Fall,4.7,No,Express,No,No,10,Debit Card,Bi-Weekly
20,Gen Z,Male,Pants,Clothing,45,Vermont,Orange,Fall,3.4,No,2-Day Shipping,No,No,19,Cash,Quarterly
39,Gen X Early,Male,Socks,Clothing,89,Tennessee,Indigo,Winter,4.6,No,2-Day Shipping,No,No,26,Debit Card,Monthly
26,Millennials,Male,Belt,Accessories,27,California,Lavender,Winter,3.6,No,2-Day Shipping,No,No,25,Cash,Bi-Weekly
51,Gen X Late,Male,Sunglasses,Accessories,90,Wyoming,Purple,Winter,2.6,No,Free Shipping,No,No,2,Debit Card,Bi-Weekly
31,Millennials,Male,Shirt,Clothing,65,New York,Red,Summer,2.7,No,Express,No,No,19,PayPal,Every 3 Months
68,Seniors,Male,Sneakers,Footwear,72,Maine,Blue,Spring,3.1,No,Express,No,No,32,Cash,Quarterly
44,Gen X Early,Male,Shoes,Footwear,70,Georgia,Blue,Fall,3.2,No,2-Day Shipping,No,No,13,Cash,Bi-Weekly
18,Gen Z,Male,Sandals,Footwear,82,Tennessee,Cyan,Winter,3.4,No,Store Pickup,No,No,30,PayPal,Bi-Weekly
58,Pre-Retirement,Male,Scarf,Accessories,97,New Mexico,Pink,Fall,4.4,No,Express,No,No,2,Credit Card,Annually
26,Millennials,Male,Shirt,Clothing,25,Virginia,Silver,Summer,3.2,No,2-Day Shipping,No,No,8,PayPal,Quarterly
57,Pre-Retirement,Male,Skirt,Clothing,48,Florida,Gray,Spring,2.5,No,Free Shipping,No,No,27,PayPal,Every 3 Months
37,Gen X Early,Male,Boots,Footwear,99,Alabama,Indigo,Summer,3.8,No,Next Day Air,No,No,26,Venmo,Bi-Weekly
24,Gen Z,Male,Sweater,Clothing,21,Texas,Maroon,Summer,4.4,No,2-Day Shipping,No,No,3,Debit Card,Bi-Weekly
57,Pre-Retirement,Male,Sandals,Footwear,94,West Virginia,Beige,Spring,3.7,No,Express,No,No,4,Bank Transfer,Monthly
48,Gen X Late,Male,Jeans,Clothing,53,Nevada,Green,Fall,3.2,No,Store Pickup,No,No,5,Cash,Bi-Weekly
39,Gen X Early,Male,Backpack,Accessories,70,Virginia,Peach,Winter,4.9,No,Standard,No,No,25,Debit Card,Quarterly
51,Gen X Late,Male,Skirt,Clothing,26,Wisconsin,Black,Summer,3.9,No,Standard,No,No,47,PayPal,Bi-Weekly
57,Pre-Retirement,Male,Belt,Accessories,82,Virginia,Pink,Summer,4.5,No,Next Day Air,No,No,8,Credit Card,Bi-Weekly
53,Gen X Late,Male,Shoes,Footwear,47,Maine,Violet,Winter,3.4,No,Standard,No,No,20,Debit Card,Bi-Weekly
70,Seniors,Male,Socks,Clothing,32,Massachusetts,Green,Winter,4.1,No,Next Day Air,No,No,42,Bank Transfer,Every 3 Months
60,Pre-Retirement,Male,Backpack,Accessories,97,Arkansas,Gold,Fall,4.5,No,Store Pickup,No,No,20,Bank Transfer,Weekly
31,Millennials,Male,Shirt,Clothing,68,Idaho,Red,Winter,4.7,No,Store Pickup,No,No,23,Cash,Bi-Weekly
41,Gen X Early,Male,Sweater,Clothing,23,Pennsylvania,Beige,Winter,4.8,No,Next Day Air,No,No,26,Cash,Quarterly
62,Pre-Retirement,Male,Handbag,Accessories,33,Maine,Green,Winter,4.4,No,Standard,No,No,48,Venmo,Quarterly
59,Pre-Retirement,Male,Jewelry,Accessories,38,Alabama,Black,Winter,4.0,No,Store Pickup,No,No,16,Cash,Bi-Weekly
46,Gen X Late,Male,Socks,Clothing,68,Idaho,Teal,Winter,4.1,No,Store Pickup,No,No,28,Cash,Bi-Weekly
62,Pre-Retirement,Male,Socks,Clothing,23,Arkansas,Silver,Fall,3.7,No,Express,No,No,39,PayPal,Weekly
42,Gen X Early,Male,Shirt,Clothing,29,Delaware,Turquoise,Summer,3.0,No,Express,No,No,43,Debit Card,Bi-Weekly
37,Gen X Early,Male,Scarf,Accessories,35,Maine,Orange,Winter,3.6,No,Express,No,No,45,Bank Transfer,Every 3 Months
50,Gen X Late,Male,Shoes,Footwear,73,Nebraska,Gold,Fall,4.8,No,Standard,No,No,50,Credit Card,Every 3 Months
29,Millennials,Male,Shoes,Footwear,84,Ohio,Purple,Fall,3.7,No,2-Day Shipping,No,No,10,Venmo,Bi-Weekly
25,Millennials,Male,Scarf,Accessories,23,Montana,Pink,Spring,4.6,No,Next Day Air,No,No,40,PayPal,Quarterly
66,Seniors,Male,Sunglasses,Accessories,67,New Mexico,Green,Summer,2.8,No,Standard,No,No,38,Credit Card,Monthly
21,Gen Z,Male,Socks,Clothing,51,North Carolina,Charcoal,Spring,4.0,No,Standard,No,No,2,Credit Card,Monthly
46,Gen X Late,Male,Blouse,Clothing,36,South Carolina,Maroon,Winter,4.2,No,Next Day Air,No,No,13,Cash,Annually
57,Pre-Retirement,Male,Jeans,Clothing,55,Illinois,Olive,Summer,3.6,No,Express,No,No,33,Venmo,Annually
61,Pre-Retirement,Male,Shorts,Clothing,30,Alabama,Peach,Spring,2.9,No,Store Pickup,No,No,27,PayPal,Monthly
53,Gen X Late,Male,T-shirt,Clothing,70,Oklahoma,Yellow,Summer,4.1,No,Express,No,No,43,Bank Transfer,Weekly
37,Gen X Early,Male,Blouse,Clothing,63,Minnesota,Lavender,Winter,3.1,No,Next Day Air,No,No,46,Cash,Weekly
39,Gen X Early,Male,Belt,Accessories,87,Illinois,Green,Summer,4.3,No,Express,No,No,7,Venmo,Bi-Weekly
53,Gen X Late,Male,Blouse,Clothing,70,Arkansas,Orange,Spring,4.4,No,Next Day Air,No,No,35,Credit Card,Bi-Weekly
35,Gen X Early,Male,T-shirt,Clothing,51,Minnesota,Olive,Spring,3.1,No,Next Day Air,No,No,31,Debit Card,Bi-Weekly
69,Seniors,Male,Jewelry,Accessories,25,South Carolina,Gray,Spring,2.9,No,Free Shipping,No,No,42,Venmo,Quarterly
66,Seniors,Male,Jacket,Outerwear,32,New York,Lavender,Winter,3.2,No,Next Day Air,No,No,14,PayPal,Bi-Weekly
19,Gen Z,Male,Shoes,Footwear,52,Alabama,Red,Spring,4.0,No,2-Day Shipping,No,No,35,Venmo,Monthly
47,Gen X Late,Male,Gloves,Accessories,33,New York,Charcoal,Summer,2.7,No,Standard,No,No,49,PayPal,Weekly
49,Gen X Late,Male,Jeans,Clothing,68,Missouri,Orange,Spring,3.0,No,Free Shipping,No,No,17,PayPal,Bi-Weekly
31,Millennials,Male,Jewelry,Accessories,20,Georgia,Red,Fall,4.4,No,Express,No,No,26,PayPal,Quarterly
39,Gen X Early,Male,Pants,Clothing,32,Oklahoma,Maroon,Winter,2.8,No,Free Shipping,No,No,30,Cash,Every 3 Months
58,Pre-Retirement,Male,Jewelry,Accessories,82,Connecticut,Silver,Summer,3.1,No,Store Pickup,No,No,32,Cash,Annually
45,Gen X Late,Male,Sneakers,Footwear,64,Michigan,Pink,Winter,3.9,No,Express,No,No,35,Bank Transfer,Quarterly
68,Seniors,Male,Boots,Footwear,24,Rhode Island,Blue,Fall,2.7,No,Standard,No,No,15,Venmo,Annually
35,Gen X Early,Male,Hat,Accessories,96,Mississippi,Teal,Summer,3.4,No,Store Pickup,No,No,10,Debit Card,Annually
65,Seniors,Male,T-shirt,Clothing,94,Massachusetts,Black,Spring,3.8,No,Free Shipping,No,No,14,Credit Card,Monthly
45,Gen X Late,Male,Backpack,Accessories,48,New Hampshire,Gray,Winter,3.7,No,2-Day Shipping,No,No,30,Bank Transfer,Annually
19,Gen Z,Male,Sunglasses,Accessories,60,Wyoming,Purple,Spring,4.5,No,2-Day Shipping,No,No,16,Credit Card,Bi-Weekly
65,Seniors,Male,Sweater,Clothing,56,New Jersey,Gold,Spring,2.9,No,Express,No,No,14,PayPal,Annually
28,Millennials,Male,Handbag,Accessories,33,Texas,Silver,Fall,3.4,No,2-Day Shipping,No,No,28,Bank Transfer,Weekly
55,Pre-Retirement,Male,Backpack,Accessories,46,Minnesota,Blue,Spring,4.4,No,2-Day Shipping,No,No,29,PayPal,Monthly
66,Seniors,Male,Socks,Clothing,37,South Dakota,Yellow,Spring,4.2,No,Standard,No,No,5,PayPal,Every 3 Months
29,Millennials,Male,Shirt,Clothing,98,Washington,Brown,Winter,3.3,No,Store Pickup,No,No,17,Bank Transfer,Quarterly
56,Pre-Retirement,Male,Shorts,Clothing,50,California,Beige,Spring,3.7,No,Express,No,No,50,PayPal,Weekly
21,Gen Z,Male,Belt,Accessories,63,Wisconsin,Blue,Fall,3.2,No,Next Day Air,No,No,23,Bank Transfer,Quarterly
32,Millennials,Male,Sweater,Clothing,70,Michigan,Magenta,Summer,2.6,No,Store Pickup,No,No,22,Debit Card,Annually
54,Gen X Late,Male,Coat,Outerwear,63,South Carolina,Silver,Fall,2.8,No,Standard,No,No,15,Cash,Quarterly
61,Pre-Retirement,Male,Shorts,Clothing,86,Indiana,Cyan,Fall,2.9,No,Standard,No,No,32,Cash,Monthly
31,Millennials,Male,Shoes,Footwear,99,Arkansas,Green,Summer,4.0,No,2-Day Shipping,No,No,5,Bank Transfer,Monthly
27,Millennials,Male,Sneakers,Footwear,40,Oregon,Blue,Spring,2.9,No,Free Shipping,No,No,6,Bank Transfer,Bi-Weekly
64,Pre-Retirement,Male,Sneakers,Footwear,92,Illinois,Olive,Fall,4.7,No,Store Pickup,No,No,44,Debit Card,Bi-Weekly
60,Pre-Retirement,Male,Pants,Clothing,21,Maryland,Beige,Fall,3.1,No,2-Day Shipping,No,No,23,Cash,Bi-Weekly
70,Seniors,Male,Jewelry,Accessories,81,Vermont,Black,Summer,3.9,No,Store Pickup,No,No,44,Venmo,Monthly
36,Gen X Early,Male,T-shirt,Clothing,82,Texas,Indigo,Fall,3.4,No,Free Shipping,No,No,3,Debit Card,Quarterly
56,Pre-Retirement,Male,Jewelry,Accessories,88,Nebraska,Red,Spring,3.1,No,Express,No,No,14,Cash,Monthly
69,Seniors,Male,Jacket,Outerwear,100,South Carolina,Yellow,Fall,4.8,No,Store Pickup,No,No,37,PayPal,Quarterly
39,Gen X Early,Male,Backpack,Accessories,66,Massachusetts,Beige,Winter,3.9,No,Next Day Air,No,No,22,Bank Transfer,Weekly
38,Gen X Early,Male,Belt,Accessories,25,Texas,Green,Winter,3.5,No,Next Day Air,No,No,2,PayPal,Every 3 Months
36,Gen X Early,Male,Scarf,Accessories,53,Florida,White,Summer,3.1,No,Free Shipping,No,No,44,Debit Card,Bi-Weekly
46,Gen X Late,Male,Sweater,Clothing,28,South Carolina,Turquoise,Fall,4.7,No,Express,No,No,49,Debit Card,Monthly
59,Pre-Retirement,Male,Gloves,Accessories,23,Florida,Indigo,Fall,4.6,No,Free Shipping,No,No,22,Debit Card,Bi-Weekly
64,Pre-Retirement,Male,Scarf,Accessories,34,Nebraska,Orange,Fall,3.3,No,Free Shipping,No,No,26,Bank Transfer,Annually
49,Gen X Late,Male,Dress,Clothing,42,Hawaii,Blue,Spring,3.2,No,Next Day Air,No,No,40,Debit Card,Weekly
32,Millennials,Male,Jeans,Clothing,24,Montana,Violet,Summer,3.1,No,Next Day Air,No,No,16,PayPal,Quarterly
29,Millennials,Male,Sunglasses,Accessories,47,South Dakota,Gray,Fall,3.5,No,Free Shipping,No,No,17,Debit Card,Bi-Weekly
24,Gen Z,Male,Coat,Outerwear,78,Alabama,Cyan,Spring,4.3,No,Standard,No,No,48,Bank Transfer,Bi-Weekly
41,Gen X Early,Male,Jeans,Clothing,89,Arkansas,Yellow,Summer,2.9,No,Free Shipping,No,No,28,Venmo,Every 3 Months
41,Gen X Early,Male,Scarf,Accessories,59,Mississippi,Orange,Fall,2.7,No,Store Pickup,No,No,26,Credit Card,Bi-Weekly
32,Millennials,Male,Blouse,Clothing,94,Vermont,Brown,Summer,4.0,No,Standard,No,No,43,Bank Transfer,Quarterly
69,Seniors,Male,Jeans,Clothing,49,New York,Teal,Fall,4.6,No,Free Shipping,No,No,38,Debit Card,Weekly
65,Seniors,Male,Dress,Clothing,89,North Dakota,Beige,Summer,4.7,No,2-Day Shipping,No,No,36,Cash,Every 3 Months
54,Gen X Late,Male,Hat,Accessories,91,Wisconsin,Blue,Summer,4.7,No,Standard,No,No,1,Credit Card,Weekly
39,Gen X Early,Male,Sandals,Footwear,89,California,Orange,Spring,4.0,No,Standard,No,No,49,Debit Card,Annually
37,Gen X Early,Male,Jacket,Outerwear,57,Maryland,Gold,Spring,3.6,No,Free Shipping,No,No,41,Credit Card,Every 3 Months
51,Gen X Late,Male,Socks,Clothing,71,Massachusetts,Teal,Winter,3.4,No,Free Shipping,No,No,21,Debit Card,Monthly
26,Millennials,Male,Jeans,Clothing,97,Washington,Beige,Fall,3.0,No,Next Day Air,No,No,24,Bank Transfer,Quarterly
42,Gen X Early,Male,Sandals,Footwear,45,Minnesota,Silver,Fall,2.6,No,Next Day Air,No,No,27,Bank Transfer,Weekly
21,Gen Z,Male,Dress,Clothing,91,Washington,Maroon,Spring,4.2,No,Store Pickup,No,No,4,Debit Card,Annually
53,Gen X Late,Male,Socks,Clothing,25,South Carolina,Indigo,Spring,3.4,No,Standard,No,No,19,Venmo,Annually
36,Gen X Early,Male,Hoodie,Clothing,63,New Mexico,Gray,Fall,4.0,No,Store Pickup,No,No,1,Bank Transfer,Bi-Weekly
21,Gen Z,Male,Dress,Clothing,52,North Carolina,Blue,Summer,4.7,No,Free Shipping,No,No,27,Debit Card,Annually
33,Millennials,Male,Sneakers,Footwear,43,Iowa,Cyan,Winter,3.9,No,Next Day Air,No,No,5,Credit Card,Weekly
49,Gen X Late,Male,T-shirt,Clothing,28,Louisiana,White,Summer,3.3,No,2-Day Shipping,No,No,20,Venmo,Quarterly
31,Millennials,Male,T-shirt,Clothing,78,Oklahoma,Green,Summer,2.9,No,Express,No,No,50,PayPal,Annually
68,Seniors,Male,Sweater,Clothing,31,Michigan,Silver,Spring,4.4,No,Free Shipping,No,No,36,Cash,Bi-Weekly
49,Gen X Late,Male,Shirt,Clothing,23,Oregon,Blue,Winter,3.6,No,Next Day Air,No,No,12,Bank Transfer,Bi-Weekly
23,Gen Z,Male,Hat,Accessories,25,Idaho,Brown,Spring,4.5,No,Store Pickup,No,No,23,Cash,Monthly
30,Millennials,Male,Pants,Clothing,86,Indiana,Red,Summer,3.7,No,Store Pickup,No,No,21,Venmo,Weekly
53,Gen X Late,Male,Shoes,Footwear,88,New Mexico,Gold,Spring,2.8,No,Free Shipping,No,No,47,Venmo,Weekly
65,Seniors,Male,Gloves,Accessories,35,South Carolina,Silver,Spring,4.5,No,Free Shipping,No,No,38,Venmo,Bi-Weekly
60,Pre-Retirement,Male,Jewelry,Accessories,34,Vermont,Gray,Fall,4.4,No,Standard,No,No,40,Credit Card,Every 3 Months
46,Gen X Late,Male,Pants,Clothing,75,Delaware,Black,Winter,3.3,No,Standard,No,No,35,PayPal,Quarterly
54,Gen X Late,Male,Hoodie,Clothing,46,North Dakota,Beige,Winter,4.2,No,Express,No,No,4,Credit Card,Quarterly
